Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01183,S19_5,991740,1,0.014294904,0.014294904,0.000186237,4.42E-06,,,,,,,
K01183,S19_5,765455,1,0.071474519,0.071474519,0.000931185,2.21E-05,,,,,,,
K01183,S19_5,1010927,3,0.957758559,2.873275677,0.037433653,0.0008879,,,,,,,
K01183,S19_5,514272,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,814721,1,0.014294904,0.014294904,0.000186237,4.42E-06,,,,,,,
K01183,S19_5,325947,2,0.014294904,0.028589808,0.000372474,8.83E-06,,,,,,,
K01183,S19_6,106281,1,0.038058991,0.038058991,0.000402468,1.18E-05,,,,,,,
K01183,S19_6,823439,1,0.006343165,0.006343165,6.71E-05,1.96E-06,,,,,,,
K01183,S19_6,275246,3,22.58166825,67.74500476,0.716393882,0.020934575,,,,,,,
K01183,S19_6,646549,1,0.006343165,0.006343165,6.71E-05,1.96E-06,,,,,,,
K01183,S19_6,217732,1,4.776403425,4.776403425,0.050509793,0.001476005,,,,,,,
K01183,S19_6,797229,1,0.050745322,0.050745322,0.000536625,1.57E-05,,,,,,,
K01183,S19_6,208171,3,0.678718681,2.036156042,0.021532063,0.000629213,,,,,,,
K01183,S19_6,4481782,3,0.006343165,0.019029496,0.000201234,5.88E-06,,,,,,,
K01183,S19_6,643362,2,0.006343165,0.01268633,0.000134156,3.92E-06,,,,,,,
K01183,S19_6,624227,1,0.006343165,0.006343165,6.71E-05,1.96E-06,,,,,,,
K01183,S19_6,939811,3,3.958135109,11.87440533,0.125570164,0.003669431,,,,,,,
K01183,S19_6,511866,1,0.006343165,0.006343165,6.71E-05,1.96E-06,,,,,,,
K01183,S19_6,940348,1,0.006343165,0.006343165,6.71E-05,1.96E-06,,,,,,,
K01183,S19_6,1108523,1,0.006343165,0.006343165,6.71E-05,1.96E-06,,,,,,,
K01183,S19_6,741010,3,0.006343165,0.019029496,0.000201234,5.88E-06,,,,,,,
K01183,S19_6,1010927,3,2.65144307,7.95432921,0.084115911,0.002458048,,,,,,,
K01183,S19_A,612465,1,0.026647717,0.026647717,0.008823529,8.23E-06,,,,,,,
K01183,S19_A,832257,2,0.048854148,0.097708296,0.032352941,3.02E-05,,,,,,,
K01183,S19_A,820370,1,0.168768875,0.168768875,0.055882353,5.22E-05,,,,,,,
K01183,S19_A,275246,3,0.22206431,0.666192929,0.220588235,0.000205867,,,,,,,
K01183,S19_A,716006,1,0.062178007,0.062178007,0.020588235,1.92E-05,,,,,,,
K01183,S19_A,646549,1,0.075501865,0.075501865,0.025,2.33E-05,,,,,,,
K01183,S19_A,581409,2,0.03553029,0.071060579,0.023529412,2.20E-05,,,,,,,
K01183,S19_A,217732,1,0.133238586,0.133238586,0.044117647,4.12E-05,,,,,,,
K01183,S19_A,839235,1,0.057736721,0.057736721,0.019117647,1.78E-05,,,,,,,
K01183,S19_A,4295251,1,0.022206431,0.022206431,0.007352941,6.86E-06,,,,,,,
K01183,S19_A,797229,1,0.159886303,0.159886303,0.052941176,4.94E-05,,,,,,,
K01183,S19_A,760955,1,0.084384438,0.084384438,0.027941176,2.61E-05,,,,,,,
K01183,S19_A,352304,1,0.048854148,0.048854148,0.016176471,1.51E-05,,,,,,,
K01183,S19_A,517156,1,0.079943152,0.079943152,0.026470588,2.47E-05,,,,,,,
K01183,S19_A,643362,2,0.022206431,0.044412862,0.014705882,1.37E-05,,,,,,,
K01183,S19_A,359098,1,0.004441286,0.004441286,0.001470588,1.37E-06,,,,,,,
K01183,S19_A,1143179,1,0.022206431,0.022206431,0.007352941,6.86E-06,,,,,,,
K01183,S19_A,4198891,1,0.146562444,0.146562444,0.048529412,4.53E-05,,,,,,,
K01183,S19_A,624227,1,0.377509327,0.377509327,0.125,0.000116658,,,,,,,
K01183,S19_A,511866,1,0.039971576,0.039971576,0.013235294,1.24E-05,,,,,,,
K01183,S19_A,940348,1,0.022206431,0.022206431,0.007352941,6.86E-06,,,,,,,
K01183,S19_A,1051517,1,0.062178007,0.062178007,0.020588235,1.92E-05,,,,,,,
K01183,S19_A,217746,1,0.004441286,0.004441286,0.001470588,1.37E-06,,,,,,,
K01183,S19_A,563192,1,0.031089003,0.031089003,0.010294118,9.61E-06,,,,,,,
K01183,S19_A,138551,1,0.026647717,0.026647717,0.008823529,8.23E-06,,,,,,,
K01183,S19_A,2188240,1,0.071060579,0.071060579,0.023529412,2.20E-05,,,,,,,
K01183,S19_A,741010,3,0.017765145,0.053295434,0.017647059,1.65E-05,,,,,,,
K01183,S19_A,155455,1,0.026647717,0.026647717,0.008823529,8.23E-06,,,,,,,
K01183,S19_A,814909,1,0.017765145,0.017765145,0.005882353,5.49E-06,,,,,,,
K01183,S19_A,318396,1,0.071060579,0.071060579,0.023529412,2.20E-05,,,,,,,
K01183,S19_A,922761,1,0.048854148,0.048854148,0.016176471,1.51E-05,,,,,,,
K01183,S19_A,1010927,3,0.008882572,0.026647717,0.008823529,8.23E-06,,,,,,,
K01183,S19_A,585063,1,0.079943152,0.079943152,0.026470588,2.47E-05,,,,,,,
K01183,S19_A,1074625,1,0.088825724,0.088825724,0.029411765,2.74E-05,,,,,,,
K01183,S20_1_4,580222,1,0.036406806,0.036406806,0.000174283,1.13E-05,,,,,,,
K01183,S20_1_4,959160,1,0.018994856,0.018994856,9.09E-05,5.87E-06,,,,,,,
K01183,S20_1_4,820370,1,0.060150376,0.060150376,0.000287946,1.86E-05,,,,,,,
K01183,S20_1_4,212764,1,0.001582905,0.001582905,7.58E-06,4.89E-07,,,,,,,
K01183,S20_1_4,553643,1,0.025326474,0.025326474,0.000121241,7.83E-06,,,,,,,
K01183,S20_1_4,275246,3,58.14325287,174.4297586,0.835014284,0.053902318,,,,,,,
K01183,S20_1_4,913174,1,0.071230708,0.071230708,0.000340989,2.20E-05,,,,,,,
K01183,S20_1_4,564941,1,0.02057776,0.02057776,9.85E-05,6.36E-06,,,,,,,
K01183,S20_1_4,73910,1,0.02057776,0.02057776,9.85E-05,6.36E-06,,,,,,,
K01183,S20_1_4,646549,1,0.058567471,0.058567471,0.000280369,1.81E-05,,,,,,,
K01183,S20_1_4,581409,2,0.006331619,0.012663237,6.06E-05,3.91E-06,,,,,,,
K01183,S20_1_4,746675,2,0.069647804,0.139295607,0.000666823,4.30E-05,,,,,,,
K01183,S20_1_4,646129,1,0.004748714,0.004748714,2.27E-05,1.47E-06,,,,,,,
K01183,S20_1_4,12457,1,0.003165809,0.003165809,1.52E-05,9.78E-07,,,,,,,
K01183,S20_1_4,217732,1,1.366046696,1.366046696,0.006539415,0.000422136,,,,,,,
K01183,S20_1_4,1033018,2,0.079145231,0.158290463,0.000757754,4.89E-05,,,,,,,
K01183,S20_1_4,854050,1,0.047487139,0.047487139,0.000227326,1.47E-05,,,,,,,
K01183,S20_1_4,810759,1,0.036406806,0.036406806,0.000174283,1.13E-05,,,,,,,
K01183,S20_1_4,797229,1,0.528690146,0.528690146,0.002530897,0.000163376,,,,,,,
K01183,S20_1_4,1074016,2,0.074396518,0.148793035,0.000712288,4.60E-05,,,,,,,
K01183,S20_1_4,208171,3,2.817570241,8.452710724,0.040464048,0.002612058,,,,,,,
K01183,S20_1_4,223804,1,0.022160665,0.022160665,0.000106086,6.85E-06,,,,,,,
K01183,S20_1_4,940662,1,0.012663237,0.012663237,6.06E-05,3.91E-06,,,,,,,
K01183,S20_1_4,643362,2,0.001582905,0.003165809,1.52E-05,9.78E-07,,,,,,,
K01183,S20_1_4,209573,1,0.034823902,0.034823902,0.000166706,1.08E-05,,,,,,,
K01183,S20_1_4,828667,1,0.018994856,0.018994856,9.09E-05,5.87E-06,,,,,,,
K01183,S20_1_4,892370,1,0.026909379,0.026909379,0.000128818,8.32E-06,,,,,,,
K01183,S20_1_4,1141681,1,0.011080332,0.011080332,5.30E-05,3.42E-06,,,,,,,
K01183,S20_1_4,131516,1,0.011080332,0.011080332,5.30E-05,3.42E-06,,,,,,,
K01183,S20_1_4,359098,1,0.011080332,0.011080332,5.30E-05,3.42E-06,,,,,,,
K01183,S20_1_4,589277,1,0.075979422,0.075979422,0.000363722,2.35E-05,,,,,,,
K01183,S20_1_4,4308297,1,0.017411951,0.017411951,8.34E-05,5.38E-06,,,,,,,
K01183,S20_1_4,525371,1,0.030075188,0.030075188,0.000143973,9.29E-06,,,,,,,
K01183,S20_1_4,574742,1,0.018994856,0.018994856,9.09E-05,5.87E-06,,,,,,,
K01183,S20_1_4,364538,1,0.023743569,0.023743569,0.000113663,7.34E-06,,,,,,,
K01183,S20_1_4,624227,1,0.156707558,0.156707558,0.000750176,4.84E-05,,,,,,,
K01183,S20_1_4,974121,2,0.037989711,0.075979422,0.000363722,2.35E-05,,,,,,,
K01183,S20_1_4,571698,1,0.033240997,0.033240997,0.000159128,1.03E-05,,,,,,,
K01183,S20_1_4,939811,3,4.565096953,13.69529086,0.065560851,0.004232121,,,,,,,
K01183,S20_1_4,290401,1,0.039572616,0.039572616,0.000189438,1.22E-05,,,,,,,
K01183,S20_1_4,511866,1,0.014246142,0.014246142,6.82E-05,4.40E-06,,,,,,,
K01183,S20_1_4,585394,3,0.003165809,0.009497428,4.55E-05,2.93E-06,,,,,,,
K01183,S20_1_4,589071,2,0.075979422,0.151958844,0.000727444,4.70E-05,,,,,,,
K01183,S20_1_4,2297613,1,0.001582905,0.001582905,7.58E-06,4.89E-07,,,,,,,
K01183,S20_1_4,887484,1,0.009497428,0.009497428,4.55E-05,2.93E-06,,,,,,,
K01183,S20_1_4,741010,3,0.087059755,0.261179264,0.001250294,8.07E-05,,,,,,,
K01183,S20_1_4,592139,1,0.001582905,0.001582905,7.58E-06,4.89E-07,,,,,,,
K01183,S20_1_4,814909,1,0.015829046,0.015829046,7.58E-05,4.89E-06,,,,,,,
K01183,S20_1_4,577170,1,0.033240997,0.033240997,0.000159128,1.03E-05,,,,,,,
K01183,S20_1_4,922761,1,0.031658093,0.031658093,0.000151551,9.78E-06,,,,,,,
K01183,S20_1_4,765455,1,0.056984567,0.056984567,0.000272791,1.76E-05,,,,,,,
K01183,S20_1_4,851567,1,0.022160665,0.022160665,0.000106086,6.85E-06,,,,,,,
K01183,S20_1_4,1010927,3,2.757419865,8.272259596,0.039600209,0.002556295,,,,,,,
K01183,S20_1_4,585063,1,0.009497428,0.009497428,4.55E-05,2.93E-06,,,,,,,
K01183,S20_1_4,1074625,1,0.007914523,0.007914523,3.79E-05,2.45E-06,,,,,,,
K01183,S20_1_4,331093,1,0.034823902,0.034823902,0.000166706,1.08E-05,,,,,,,
K01183,S20_1_5,590450,1,0.025951276,0.025951276,0.000161151,8.02E-06,,,,,,,
K01183,S20_1_5,580222,1,0.048658643,0.048658643,0.000302157,1.50E-05,,,,,,,
K01183,S20_1_5,1130804,1,0.012975638,0.012975638,8.06E-05,4.01E-06,,,,,,,
K01183,S20_1_5,1104592,1,0.00324391,0.00324391,2.01E-05,1.00E-06,,,,,,,
K01183,S20_1_5,275246,3,35.56622441,106.6986732,0.662570755,0.032972045,,,,,,,
K01183,S20_1_5,913174,1,0.00324391,0.00324391,2.01E-05,1.00E-06,,,,,,,
K01183,S20_1_5,646549,1,0.022707367,0.022707367,0.000141007,7.02E-06,,,,,,,
K01183,S20_1_5,581409,2,0.032439096,0.064878191,0.000402877,2.00E-05,,,,,,,
K01183,S20_1_5,217732,1,1.115904889,1.115904889,0.006929476,0.000344837,,,,,,,
K01183,S20_1_5,1033018,2,0.051902553,0.103805106,0.000644602,3.21E-05,,,,,,,
K01183,S20_1_5,797229,1,0.038926915,0.038926915,0.000241726,1.20E-05,,,,,,,
K01183,S20_1_5,208171,3,5.709280825,17.12784248,0.106359406,0.005292849,,,,,,,
K01183,S20_1_5,352304,1,0.019463457,0.019463457,0.000120863,6.01E-06,,,,,,,
K01183,S20_1_5,812105,1,0.012975638,0.012975638,8.06E-05,4.01E-06,,,,,,,
K01183,S20_1_5,103802,1,0.009731729,0.009731729,6.04E-05,3.01E-06,,,,,,,
K01183,S20_1_5,773575,1,0.006487819,0.006487819,4.03E-05,2.00E-06,,,,,,,
K01183,S20_1_5,107450,1,0.038926915,0.038926915,0.000241726,1.20E-05,,,,,,,
K01183,S20_1_5,589277,1,0.012975638,0.012975638,8.06E-05,4.01E-06,,,,,,,
K01183,S20_1_5,574742,1,0.009731729,0.009731729,6.04E-05,3.01E-06,,,,,,,
K01183,S20_1_5,624227,1,0.081097739,0.081097739,0.000503596,2.51E-05,,,,,,,
K01183,S20_1_5,854368,1,0.00324391,0.00324391,2.01E-05,1.00E-06,,,,,,,
K01183,S20_1_5,975335,1,0.006487819,0.006487819,4.03E-05,2.00E-06,,,,,,,
K01183,S20_1_5,939811,3,9.056995491,27.17098647,0.168724694,0.008396384,,,,,,,
K01183,S20_1_5,589071,2,0.032439096,0.064878191,0.000402877,2.00E-05,,,,,,,
K01183,S20_1_5,1052264,1,0.016219548,0.016219548,0.000100719,5.01E-06,,,,,,,
K01183,S20_1_5,1051517,1,0.009731729,0.009731729,6.04E-05,3.01E-06,,,,,,,
K01183,S20_1_5,1025153,1,0.016219548,0.016219548,0.000100719,5.01E-06,,,,,,,
K01183,S20_1_5,741010,3,0.00324391,0.009731729,6.04E-05,3.01E-06,,,,,,,
K01183,S20_1_5,745482,1,0.016219548,0.016219548,0.000100719,5.01E-06,,,,,,,
K01183,S20_1_5,1129515,1,0.022707367,0.022707367,0.000141007,7.02E-06,,,,,,,
K01183,S20_1_5,917443,1,0.00324391,0.00324391,2.01E-05,1.00E-06,,,,,,,
K01183,S20_1_5,1010927,3,2.731371849,8.194115548,0.050883307,0.002532147,,,,,,,
K01183,S20_1_5,585063,1,0.006487819,0.006487819,4.03E-05,2.00E-06,,,,,,,
K01183,S20_1_5,514272,1,0.009731729,0.009731729,6.04E-05,3.01E-06,,,,,,,
K01183,S20_1_5,906197,1,0.009731729,0.009731729,6.04E-05,3.01E-06,,,,,,,
K01183,S20_1_5,325947,2,0.009731729,0.019463457,0.000120863,6.01E-06,,,,,,,
K01183,S20_1_6,582691,2,0.039304743,0.078609486,0.000751158,2.43E-05,,,,,,,
K01183,S20_1_6,820370,1,0.052406324,0.052406324,0.000500772,1.62E-05,,,,,,,
K01183,S20_1_6,622288,1,0.017468775,0.017468775,0.000166924,5.40E-06,,,,,,,
K01183,S20_1_6,275246,3,24.26412787,72.79238361,0.695572341,0.022494317,,,,,,,
K01183,S20_1_6,913174,1,0.074242292,0.074242292,0.000709427,2.29E-05,,,,,,,
K01183,S20_1_6,46681,1,0.034937549,0.034937549,0.000333848,1.08E-05,,,,,,,
K01183,S20_1_6,217732,1,0.61140711,0.61140711,0.00584234,0.000188937,,,,,,,
K01183,S20_1_6,797229,1,0.074242292,0.074242292,0.000709427,2.29E-05,,,,,,,
K01183,S20_1_6,208171,3,5.310507468,15.9315224,0.152234695,0.004923162,,,,,,,
K01183,S20_1_6,1040889,1,0.013101581,0.013101581,0.000125193,4.05E-06,,,,,,,
K01183,S20_1_6,892370,1,0.034937549,0.034937549,0.000333848,1.08E-05,,,,,,,
K01183,S20_1_6,359098,1,0.013101581,0.013101581,0.000125193,4.05E-06,,,,,,,
K01183,S20_1_6,589277,1,0.030570355,0.030570355,0.000292117,9.45E-06,,,,,,,
K01183,S20_1_6,624227,1,0.161586165,0.161586165,0.001544047,4.99E-05,,,,,,,
K01183,S20_1_6,1111517,1,0.030570355,0.030570355,0.000292117,9.45E-06,,,,,,,
K01183,S20_1_6,939811,3,3.886802341,11.66040702,0.111421775,0.003603301,,,,,,,
K01183,S20_1_6,4395040,1,0.008734387,0.008734387,8.35E-05,2.70E-06,,,,,,,
K01183,S20_1_6,589071,2,0.013101581,0.026203162,0.000250386,8.10E-06,,,,,,,
K01183,S20_1_6,2224797,1,0.008734387,0.008734387,8.35E-05,2.70E-06,,,,,,,
K01183,S20_1_6,887484,1,0.069875098,0.069875098,0.000667696,2.16E-05,,,,,,,
K01183,S20_1_6,287021,2,0.004367194,0.008734387,8.35E-05,2.70E-06,,,,,,,
K01183,S20_1_6,561830,1,0.013101581,0.013101581,0.000125193,4.05E-06,,,,,,,
K01183,S20_1_6,592139,1,0.030570355,0.030570355,0.000292117,9.45E-06,,,,,,,
K01183,S20_1_6,814909,1,0.061140711,0.061140711,0.000584234,1.89E-05,,,,,,,
K01183,S20_1_6,592129,1,0.004367194,0.004367194,4.17E-05,1.35E-06,,,,,,,
K01183,S20_1_6,765455,1,0.008734387,0.008734387,8.35E-05,2.70E-06,,,,,,,
K01183,S20_1_6,1010927,3,0.882173116,2.646519347,0.025288987,0.000817828,,,,,,,
K01183,S20_1_6,310558,1,0.069875098,0.069875098,0.000667696,2.16E-05,,,,,,,
K01183,S20_1_6,1074625,1,0.078609486,0.078609486,0.000751158,2.43E-05,,,,,,,
K01183,S20_1_6,514272,1,0.004367194,0.004367194,4.17E-05,1.35E-06,,,,,,,
K01183,S20_1_A,817734,1,0.025392526,0.025392526,0.00057554,7.85E-06,,,,,,,
K01183,S20_1_A,275246,3,0.600956452,1.802869355,0.040863309,0.000557123,,,,,,,
K01183,S20_1_A,913174,1,0.076177578,0.076177578,0.001726619,2.35E-05,,,,,,,
K01183,S20_1_A,581409,2,0.008464175,0.016928351,0.000383693,5.23E-06,,,,,,,
K01183,S20_1_A,665869,1,0.050785052,0.050785052,0.001151079,1.57E-05,,,,,,,
K01183,S20_1_A,1038712,1,0.029624614,0.029624614,0.000671463,9.15E-06,,,,,,,
K01183,S20_1_A,3744574,1,0.042320877,0.042320877,0.000959233,1.31E-05,,,,,,,
K01183,S20_1_A,12457,1,0.012696263,0.012696263,0.00028777,3.92E-06,,,,,,,
K01183,S20_1_A,217732,1,0.038088789,0.038088789,0.000863309,1.18E-05,,,,,,,
K01183,S20_1_A,1033018,2,0.076177578,0.152355157,0.003453237,4.71E-05,,,,,,,
K01183,S20_1_A,797229,1,0.245461086,0.245461086,0.005563549,7.59E-05,,,,,,,
K01183,S20_1_A,208171,3,13.54691269,40.64073808,0.921151079,0.012558809,,,,,,,
K01183,S20_1_A,352304,1,0.029624614,0.029624614,0.000671463,9.15E-06,,,,,,,
K01183,S20_1_A,773575,1,0.173515595,0.173515595,0.003932854,5.36E-05,,,,,,,
K01183,S20_1_A,426919,1,0.029624614,0.029624614,0.000671463,9.15E-06,,,,,,,
K01183,S20_1_A,131516,1,0.004232088,0.004232088,9.59E-05,1.31E-06,,,,,,,
K01183,S20_1_A,359098,1,0.008464175,0.008464175,0.000191847,2.62E-06,,,,,,,
K01183,S20_1_A,624227,1,0.097338017,0.097338017,0.002206235,3.01E-05,,,,,,,
K01183,S20_1_A,974121,2,0.025392526,0.050785052,0.001151079,1.57E-05,,,,,,,
K01183,S20_1_A,610107,1,0.253925261,0.253925261,0.005755396,7.85E-05,,,,,,,
K01183,S20_1_A,220524,1,0.021160438,0.021160438,0.000479616,6.54E-06,,,,,,,
K01183,S20_1_A,4395040,1,0.008464175,0.008464175,0.000191847,2.62E-06,,,,,,,
K01183,S20_1_A,1101451,1,0.012696263,0.012696263,0.00028777,3.92E-06,,,,,,,
K01183,S20_1_A,887484,1,0.008464175,0.008464175,0.000191847,2.62E-06,,,,,,,
K01183,S20_1_A,287021,2,0.016928351,0.033856702,0.000767386,1.05E-05,,,,,,,
K01183,S20_1_A,741010,3,0.025392526,0.076177578,0.001726619,2.35E-05,,,,,,,
K01183,S20_1_A,814909,1,0.008464175,0.008464175,0.000191847,2.62E-06,,,,,,,
K01183,S20_1_A,577170,1,0.029624614,0.029624614,0.000671463,9.15E-06,,,,,,,
K01183,S20_1_A,512148,1,0.033856702,0.033856702,0.000767386,1.05E-05,,,,,,,
K01183,S20_1_A,4348932,1,0.038088789,0.038088789,0.000863309,1.18E-05,,,,,,,
K01183,S20_1_A,585063,1,0.025392526,0.025392526,0.00057554,7.85E-06,,,,,,,
K01183,S20_1_A,1074625,1,0.012696263,0.012696263,0.00028777,3.92E-06,,,,,,,
K01183,S20_1_A,579633,1,0.012696263,0.012696263,0.00028777,3.92E-06,,,,,,,
K01183,S20_1_A,331093,1,0.016928351,0.016928351,0.000383693,5.23E-06,,,,,,,
K01183,S20_2_4,275246,3,62.60223048,187.8066915,0.896698616,0.058036061,,,,,,,
K01183,S20_2_4,217732,1,6.171003717,6.171003717,0.029463969,0.001906965,,,,,,,
K01183,S20_2_4,797229,1,0.074349442,0.074349442,0.000354988,2.30E-05,,,,,,,
K01183,S20_2_4,208171,3,1.412639405,4.237918216,0.020234292,0.001309602,,,,,,,
K01183,S20_2_4,939811,3,1.189591078,3.568773234,0.017039404,0.001102823,,,,,,,
K01183,S20_2_4,1010927,3,2.527881041,7.583643123,0.036208733,0.002343499,,,,,,,
K01183,S20_2_5,817734,1,0.009133254,0.009133254,4.01E-05,2.82E-06,,,,,,,
K01183,S20_2_5,275246,3,62.32532651,186.9759795,0.820192308,0.057779354,,,,,,,
K01183,S20_2_5,646549,1,0.018266508,0.018266508,8.01E-05,5.64E-06,,,,,,,
K01183,S20_2_5,581409,2,0.045666271,0.091332542,0.000400641,2.82E-05,,,,,,,
K01183,S20_2_5,217732,1,5.525618778,5.525618778,0.024238782,0.001707528,,,,,,,
K01183,S20_2_5,797229,1,0.036533017,0.036533017,0.000160256,1.13E-05,,,,,,,
K01183,S20_2_5,1074016,2,0.018266508,0.036533017,0.000160256,1.13E-05,,,,,,,
K01183,S20_2_5,208171,3,2.009315919,6.027947758,0.026442308,0.001862758,,,,,,,
K01183,S20_2_5,4481782,3,0.009133254,0.027399763,0.000120192,8.47E-06,,,,,,,
K01183,S20_2_5,359098,1,0.018266508,0.018266508,8.01E-05,5.64E-06,,,,,,,
K01183,S20_2_5,624227,1,0.027399763,0.027399763,0.000120192,8.47E-06,,,,,,,
K01183,S20_2_5,974121,2,0.009133254,0.018266508,8.01E-05,5.64E-06,,,,,,,
K01183,S20_2_5,164660,2,0.027399763,0.054799525,0.000240385,1.69E-05,,,,,,,
K01183,S20_2_5,939811,3,3.708101196,11.12430359,0.048798077,0.003437634,,,,,,,
K01183,S20_2_5,2224797,1,0.009133254,0.009133254,4.01E-05,2.82E-06,,,,,,,
K01183,S20_2_5,1010927,3,5.973148233,17.9194447,0.078605769,0.00553747,,,,,,,
K01183,S20_2_5,585063,1,0.009133254,0.009133254,4.01E-05,2.82E-06,,,,,,,
K01183,S20_2_5,1074625,1,0.018266508,0.018266508,8.01E-05,5.64E-06,,,,,,,
K01183,S20_2_5,139292,1,0.018266508,0.018266508,8.01E-05,5.64E-06,,,,,,,
K01183,S20_2_6,817734,1,0.013241525,0.013241525,5.58E-05,4.09E-06,,,,,,,
K01183,S20_2_6,275246,3,72.08686441,216.2605932,0.910841761,0.066828891,,,,,,,
K01183,S20_2_6,217732,1,1.959745763,1.959745763,0.008254015,0.000605601,,,,,,,
K01183,S20_2_6,797229,1,0.013241525,0.013241525,5.58E-05,4.09E-06,,,,,,,
K01183,S20_2_6,208171,3,1.584569209,4.753707627,0.020021565,0.001468992,,,,,,,
K01183,S20_2_6,643362,2,0.017655367,0.035310734,0.000148721,1.09E-05,,,,,,,
K01183,S20_2_6,77498,1,0.030896893,0.030896893,0.000130131,9.55E-06,,,,,,,
K01183,S20_2_6,589277,1,0.013241525,0.013241525,5.58E-05,4.09E-06,,,,,,,
K01183,S20_2_6,624227,1,0.039724576,0.039724576,0.000167311,1.23E-05,,,,,,,
K01183,S20_2_6,939811,3,2.189265537,6.56779661,0.027662106,0.002029582,,,,,,,
K01183,S20_2_6,410196,3,0.022069209,0.066207627,0.000278852,2.05E-05,,,,,,,
K01183,S20_2_6,525816,1,0.004413842,0.004413842,1.86E-05,1.36E-06,,,,,,,
K01183,S20_2_6,966091,2,0.004413842,0.008827684,3.72E-05,2.73E-06,,,,,,,
K01183,S20_2_6,1010927,3,2.551200565,7.653601695,0.032235277,0.002365118,,,,,,,
K01183,S20_2_6,325947,2,0.004413842,0.008827684,3.72E-05,2.73E-06,,,,,,,
K01183,S20_2_A,4294883,1,0.251046025,0.251046025,0.041338583,7.76E-05,,,,,,,
K01183,S20_2_A,275246,3,0.382546324,1.147638972,0.188976378,0.000354644,,,,,,,
K01183,S20_2_A,913174,1,0.263000598,0.263000598,0.043307087,8.13E-05,,,,,,,
K01183,S20_2_A,434004,1,0.083682008,0.083682008,0.013779528,2.59E-05,,,,,,,
K01183,S20_2_A,581409,2,0.023909145,0.04781829,0.007874016,1.48E-05,,,,,,,
K01183,S20_2_A,839235,1,0.011954573,0.011954573,0.001968504,3.69E-06,,,,,,,
K01183,S20_2_A,797229,1,0.549910341,0.549910341,0.090551181,0.000169933,,,,,,,
K01183,S20_2_A,208171,3,0.812910938,2.438732815,0.401574803,0.000753618,,,,,,,
K01183,S20_2_A,1141681,1,0.083682008,0.083682008,0.013779528,2.59E-05,,,,,,,
K01183,S20_2_A,77498,1,0.107591154,0.107591154,0.017716535,3.32E-05,,,,,,,
K01183,S20_2_A,131516,1,0.035863718,0.035863718,0.005905512,1.11E-05,,,,,,,
K01183,S20_2_A,359098,1,0.035863718,0.035863718,0.005905512,1.11E-05,,,,,,,
K01183,S20_2_A,219818,1,0.083682008,0.083682008,0.013779528,2.59E-05,,,,,,,
K01183,S20_2_A,624227,1,0.143454871,0.143454871,0.023622047,4.43E-05,,,,,,,
K01183,S20_2_A,974121,2,0.059772863,0.119545726,0.019685039,3.69E-05,,,,,,,
K01183,S20_2_A,854368,1,0.107591154,0.107591154,0.017716535,3.32E-05,,,,,,,
K01183,S20_2_A,819699,1,0.011954573,0.011954573,0.001968504,3.69E-06,,,,,,,
K01183,S20_2_A,933150,1,0.119545726,0.119545726,0.019685039,3.69E-05,,,,,,,
K01183,S20_2_A,336559,1,0.119545726,0.119545726,0.019685039,3.69E-05,,,,,,,
K01183,S20_2_A,138551,1,0.107591154,0.107591154,0.017716535,3.32E-05,,,,,,,
K01183,S20_2_A,741010,3,0.035863718,0.107591154,0.017716535,3.32E-05,,,,,,,
K01183,S20_2_A,1074625,1,0.095636581,0.095636581,0.015748031,2.96E-05,,,,,,,
K01183,S20_3_4,275246,3,32.2555546,96.76666379,0.815103408,0.029902853,,,,,,,
K01183,S20_3_4,217732,1,5.60214403,5.60214403,0.047189047,0.001731176,,,,,,,
K01183,S20_3_4,797229,1,0.034581136,0.034581136,0.00029129,1.07E-05,,,,,,,
K01183,S20_3_4,208171,3,1.097951068,3.293853203,0.027745412,0.001017867,,,,,,,
K01183,S20_3_4,939811,3,1.55615112,4.668453359,0.039324206,0.001442646,,,,,,,
K01183,S20_3_4,1010927,3,2.783781447,8.351344342,0.070346636,0.002580734,,,,,,,
K01183,S20_3_5,275246,3,37.94510386,113.8353116,0.794665976,0.03517741,,,,,,,
K01183,S20_3_5,217732,1,2.939540059,2.939540059,0.020520456,0.000908377,,,,,,,
K01183,S20_3_5,797229,1,0.055637982,0.055637982,0.0003884,1.72E-05,,,,,,,
K01183,S20_3_5,208171,3,0.9365727,2.809718101,0.01961419,0.00086826,,,,,,,
K01183,S20_3_5,975335,1,0.018545994,0.018545994,0.000129467,5.73E-06,,,,,,,
K01183,S20_3_5,939811,3,2.763353116,8.290059347,0.057871569,0.002561796,,,,,,,
K01183,S20_3_5,1010927,3,5.100148368,15.3004451,0.106809943,0.004728147,,,,,,,
K01183,S20_3_6,275246,3,47.4812169,142.4436507,0.869679651,0.044017965,,,,,,,
K01183,S20_3_6,217732,1,2.426407193,2.426407193,0.014814258,0.000749809,,,,,,,
K01183,S20_3_6,797229,1,0.036950363,0.036950363,0.000225598,1.14E-05,,,,,,,
